Quotazioni Immobiliari : Valori di Mercato - Semestre 2016/1 - elaborazione del 01-SET-20;;;;;;;;;;;;;;;;;;;;;
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;DescrZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;'FORLANINI, MECENATE, ORTOMERCATO, SANTA GIULIA';8;Capannoni industriali;OTTIMO;P;700;900;L;4;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;'FORLANINI, MECENATE, ORTOMERCATO, SANTA GIULIA';7;Capannoni tipici;OTTIMO;P;700;950;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;'FORLANINI, MECENATE, ORTOMERCATO, SANTA GIULIA';10;Laboratori;NORMALE;P;600;900;L;3,8;5,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';20;Abitazioni civili;OTTIMO;;2900;4100;L;8;10,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';20;Abitazioni civili;NORMALE;P;2150;2850;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';21;Abitazioni di tipo economico;OTTIMO;;1850;2400;L;5,1;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';21;Abitazioni di tipo economico;NORMALE;P;1700;1800;L;3,8;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';13;Box;NORMALE;P;1750;2600;L;7,5;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';9;Magazzini;NORMALE;P;400;550;L;2,4;3,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';5;Negozi;NORMALE;P;1500;2200;L;7;10,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';6;Uffici;OTTIMO;P;1600;2300;L;7,5;9,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';18;Uffici strutturati;OTTIMO;P;1750;3000;L;9;15,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';8;Capannoni industriali;OTTIMO;P;750;950;L;4,4;5,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';7;Capannoni tipici;OTTIMO;P;750;1050;L;4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;'TITO LIVIO, TERTULLIANO, LONGANESI';10;Laboratori;NORMALE;P;700;900;L;3,6;4,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';20;Abitazioni civili;OTTIMO;;2650;3100;L;7;9,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';20;Abitazioni civili;NORMALE;P;1900;2550;L;6;6,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';21;Abitazioni di tipo economico;OTTIMO;;1750;2400;L;4,6;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';21;Abitazioni di tipo economico;NORMALE;P;1550;1700;L;4;4,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';13;Box;NORMALE;P;1450;1900;L;5,3;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';5;Negozi;NORMALE;P;1300;1550;L;6,3;8,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';6;Uffici;OTTIMO;P;1300;1750;L;6,7;8,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';18;Uffici strutturati;OTTIMO;P;1650;2150;L;9,8;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';8;Capannoni industriali;OTTIMO;P;800;950;L;4,6;6,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';7;Capannoni tipici;OTTIMO;P;800;1000;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;'MAROCCHETTI, VIGENTINO, CHIESA ROSSA';10;Laboratori;NORMALE;P;800;950;L;5,2;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';20;Abitazioni civili;OTTIMO;;2800;3800;L;9,5;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';20;Abitazioni civili;NORMALE;P;2200;2600;L;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';21;Abitazioni di tipo economico;OTTIMO;;2050;2500;L;6,7;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';21;Abitazioni di tipo economico;NORMALE;P;1500;2000;L;5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';13;Box;NORMALE;P;1350;1850;L;5,8;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';9;Magazzini;NORMALE;P;400;550;L;2,5;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';5;Negozi;NORMALE;P;1100;1350;L;6;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';6;Uffici;OTTIMO;P;1300;1500;L;6,5;8,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';18;Uffici strutturati;OTTIMO;P;1600;1850;L;9;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';8;Capannoni industriali;OTTIMO;P;850;1000;L;4,8;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';7;Capannoni tipici;OTTIMO;P;900;1050;L;5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;'ORTLES, SPADOLINI, BAZZI';10;Laboratori;NORMALE;P;900;1000;L;4,5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';20;Abitazioni civili;OTTIMO;;2400;3300;L;10,5;14,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';20;Abitazioni civili;NORMALE;P;2000;2400;L;8,2;10,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';21;Abitazioni di tipo economico;OTTIMO;;2050;2300;L;7,2;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';21;Abitazioni di tipo economico;NORMALE;P;1550;2050;L;5,8;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';13;Box;NORMALE;P;1500;2150;L;6,5;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';9;Magazzini;NORMALE;P;400;600;L;2,5;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';5;Negozi;NORMALE;P;1300;1700;L;7,8;10,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';6;Uffici;OTTIMO;P;1600;1900;L;8;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';18;Uffici strutturati;OTTIMO;P;1700;2100;L;9,5;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';8;Capannoni industriali;OTTIMO;P;800;950;L;4,6;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';7;Capannoni tipici;OTTIMO;P;800;950;L;4,8;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;'BARONA, FAMAGOSTA, FAENZA';10;Laboratori;NORMALE;P;800;1000;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';20;Abitazioni civili;OTTIMO;;2750;3700;L;10;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';20;Abitazioni civili;NORMALE;P;2000;2750;L;7,1;9,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';21;Abitazioni di tipo economico;OTTIMO;P;2200;2700;L;7,6;9,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';21;Abitazioni di tipo economico;NORMALE;;1600;2000;L;5,6;6,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';13;Box;NORMALE;P;1600;1800;L;7;8,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';9;Magazzini;NORMALE;P;350;500;L;2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';5;Negozi;NORMALE;P;1300;2200;L;6,8;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';6;Uffici;OTTIMO;P;1500;2000;L;8;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';18;Uffici strutturati;NORMALE;P;1900;2700;L;11,3;16;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';8;Capannoni industriali;OTTIMO;P;700;850;L;4,2;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';7;Capannoni tipici;OTTIMO;P;700;900;L;4,3;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;'SEGESTA, ARETUSA, VESPRI SICILIANI';10;Laboratori;NORMALE;P;650;850;L;4;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';20;Abitazioni civili;OTTIMO;;2300;3000;L;8,7;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';20;Abitazioni civili;NORMALE;P;1900;2300;L;7;8,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';21;Abitazioni di tipo economico;OTTIMO;;1800;2200;L;7,2;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';21;Abitazioni di tipo economico;NORMALE;P;1500;1800;L;5,8;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';13;Box;NORMALE;P;1300;1700;L;5,6;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';9;Magazzini;NORMALE;P;350;450;L;2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';5;Negozi;NORMALE;P;1100;1700;L;6,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';6;Uffici;OTTIMO;P;1300;1700;L;6,5;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';18;Uffici strutturati;OTTIMO;P;1850;2500;L;10;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';8;Capannoni industriali;OTTIMO;P;750;900;L;4,2;5,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';7;Capannoni tipici;OTTIMO;P;850;950;L;4,2;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;'LORENTEGGIO, INGANNI, BISCEGLIE, SAN CARLO B.';10;Laboratori;NORMALE;P;550;700;L;3,2;4,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';20;Abitazioni civili;OTTIMO;;3500;4500;L;11;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';20;Abitazioni civili;NORMALE;P;2400;3500;L;8,5;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';21;Abitazioni di tipo economico;NORMALE;P;2000;2450;L;7;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';21;Abitazioni di tipo economico;OTTIMO;;2550;3200;L;9;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';13;Box;NORMALE;P;1550;2200;L;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';1;Ville e Villini;NORMALE;P;2900;3700;L;10;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';1;Ville e Villini;OTTIMO;;3800;4800;L;13;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';9;Magazzini;NORMALE;P;400;500;L;2,2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';5;Negozi;NORMALE;P;1200;1500;L;6;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';6;Uffici;OTTIMO;P;1450;2300;L;7,2;10,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';18;Uffici strutturati;NORMALE;P;2200;3000;L;11;16,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';8;Capannoni industriali;OTTIMO;P;650;850;L;3,8;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';7;Capannoni tipici;OTTIMO;P;650;900;L;3,9;5,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;'IPPODROMO, CAPRILLI, MONTE STELLA';10;Laboratori;NORMALE;P;600;900;L;3,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';20;Abitazioni civili;OTTIMO;;2450;3000;L;8,2;10,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';20;Abitazioni civili;NORMALE;P;1750;2450;L;6;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';21;Abitazioni di tipo economico;OTTIMO;;1700;2350;L;5,9;7,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';21;Abitazioni di tipo economico;NORMALE;P;1400;1600;L;4,5;5,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';13;Box;NORMALE;P;1300;1600;L;5;6,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';9;Magazzini;NORMALE;P;500;700;L;3;4,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';5;Negozi;NORMALE;P;1250;1600;L;5,4;7,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';6;Uffici;OTTIMO;P;1300;1800;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';18;Uffici strutturati;OTTIMO;P;2000;2600;L;11;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';8;Capannoni industriali;OTTIMO;P;800;950;L;4,2;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';7;Capannoni tipici;OTTIMO;P;850;1000;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D30;MI00004777;'MUSOCCO, CERTOSA, EXPO, C.NA MERLATA';10;Laboratori;NORMALE;P;700;900;L;4,8;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';20;Abitazioni civili;OTTIMO;;2550;3500;L;7,6;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';20;Abitazioni civili;NORMALE;P;1750;2450;L;5,2;7,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';21;Abitazioni di tipo economico;OTTIMO;;1700;2150;L;5;6,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';21;Abitazioni di tipo economico;NORMALE;P;1400;1700;L;4,2;4,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';13;Box;NORMALE;P;1500;1950;L;6;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';9;Magazzini;NORMALE;P;550;750;L;2,8;3,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';5;Negozi;NORMALE;P;1700;2300;L;7,5;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';6;Uffici;OTTIMO;P;1600;2100;L;6,2;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';18;Uffici strutturati;OTTIMO;P;2000;2600;L;10,7;14,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';8;Capannoni industriali;OTTIMO;P;800;950;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';7;Capannoni tipici;OTTIMO;P;850;1000;L;4,8;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';10;Laboratori;NORMALE;P;850;1150;L;4,6;6,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';20;Abitazioni civili;OTTIMO;;2400;3300;L;7,6;10,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';20;Abitazioni civili;NORMALE;P;1650;2300;L;5,5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';21;Abitazioni di tipo economico;NORMALE;P;1450;1650;L;4,5;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';21;Abitazioni di tipo economico;OTTIMO;;1700;2300;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';13;Box;NORMALE;P;1350;1750;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';1;Ville e Villini;NORMALE;P;1900;2450;L;5,8;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';1;Ville e Villini;OTTIMO;;2450;3400;L;7,6;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';9;Magazzini;NORMALE;P;450;650;L;2,3;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';5;Negozi;NORMALE;P;1500;1900;L;7;8,5;L
